score,perplexity,parse_ok,repetition,ascii_ratio,code_complexity,tokens,len,lang,path,chunk_id,n_chunks,repo,near_dup
12.81,,0.0,0.4792,1.0,0.3402,501,1554,Xml,12_13_14_registry_event/include_windows_firewall_tampering.xml,1,1,olafhartong/sysmon-modular,True
13.7,,0.0,0.4027,1.0,0.3433,673,2092,Xml,12_13_14_registry_event/include_windows_integrity_monitoring.xml,1,1,olafhartong/sysmon-modular,True
48.75,,0.0,0.0983,1.0,0.4638,215,667,Xml,12_13_14_registry_event/include_windows_networking.xml,1,1,olafhartong/sysmon-modular,False
13.3,,0.0,0.3461,1.0,0.4534,287,880,Xml,12_13_14_registry_event/include_windows_port_changes.xml,1,1,olafhartong/sysmon-modular,True
42.92,,0.0,0.4124,1.0,0.3835,333,1032,Xml,12_13_14_registry_event/include_windows_powershell_logging_tampering.xml,1,1,olafhartong/sysmon-modular,False
42.63,,0.0,0.3989,1.0,0.4114,244,753,Xml,12_13_14_registry_event/include_windows_root_certs.xml,1,1,olafhartong/sysmon-modular,False
45.54,,0.0,0.2336,1.0,0.4053,201,624,Xml,12_13_14_registry_event/include_windows_security_center_tampering.xml,1,1,olafhartong/sysmon-modular,False
13.46,,0.0,0.4305,1.0,0.3297,653,2009,Xml,12_13_14_registry_event/include_windows_shell_hijack.xml,1,1,olafhartong/sysmon-modular,True
45.99,,0.0,0.2134,1.0,0.4414,178,555,Xml,12_13_14_registry_event/include_windows_spooler_connections.xml,1,1,olafhartong/sysmon-modular,False
50.41,,0.0,0.0022,1.0,0.502,153,469,Xml,12_13_14_registry_event/include_windows_store_tampering.xml,1,1,olafhartong/sysmon-modular,False
50.59,,0.0,0.0021,1.0,0.5194,160,490,Xml,12_13_14_registry_event/include_windows_thumbnail_autostart.xml,1,1,olafhartong/sysmon-modular,False
42.49,,0.0,0.4745,1.0,0.3243,478,1485,Xml,12_13_14_registry_event/include_windows_uac_tampering.xml,1,1,olafhartong/sysmon-modular,False
43.81,,0.0,0.3584,1.0,0.4119,288,895,Xml,12_13_14_registry_event/include_windowsupdate_autostart.xml,1,1,olafhartong/sysmon-modular,False
48.29,,0.0,0.1053,1.0,0.4705,171,529,Xml,12_13_14_registry_event/include_winsock.xml,1,1,olafhartong/sysmon-modular,False
41.87,,0.0,0.4847,1.0,0.3533,405,1260,Xml,12_13_14_registry_event/include_wmi_implant.xml,1,1,olafhartong/sysmon-modular,False
49.67,,0.0,0.0187,1.0,0.498,107,336,Xml,15_file_create_stream_hash/include_7zip_extractions.xml,1,1,olafhartong/sysmon-modular,False
46.89,,0.0,0.1554,1.0,0.4622,130,402,Xml,15_file_create_stream_hash/include_batch_scripts.xml,1,1,olafhartong/sysmon-modular,False
49.88,,0.0,0.016,1.0,0.4967,126,392,Xml,15_file_create_stream_hash/include_bin_files.xml,1,1,olafhartong/sysmon-modular,False
49.83,,0.0,0.0225,1.0,0.553,91,283,Xml,15_file_create_stream_hash/include_dll_files.xml,1,1,olafhartong/sysmon-modular,False
14.95,,0.0,0.0225,1.0,0.553,91,283,Xml,15_file_create_stream_hash/include_exe_files.xml,1,1,olafhartong/sysmon-modular,True
49.83,,0.0,0.0115,1.0,0.3829,201,626,Xml,15_file_create_stream_hash/include_general_commment.xml,1,1,olafhartong/sysmon-modular,False
49.75,,0.0,0.0187,1.0,0.5068,109,337,Xml,15_file_create_stream_hash/include_hta_scripts.xml,1,1,olafhartong/sysmon-modular,False
14.93,,0.0,0.0166,1.0,0.4361,161,499,Xml,15_file_create_stream_hash/include_html_smuggling.xml,1,1,olafhartong/sysmon-modular,True
14.9,,0.0,0.019,1.0,0.5018,106,331,Xml,15_file_create_stream_hash/include_lnk_shortcuts.xml,1,1,olafhartong/sysmon-modular,True
49.84,,0.0,0.017,1.0,0.5042,118,368,Xml,15_file_create_stream_hash/include_outlook_attachments.xml,1,1,olafhartong/sysmon-modular,False
13.52,,0.0,0.2564,1.0,0.4579,157,484,Xml,15_file_create_stream_hash/include_powershell_scripts.xml,1,1,olafhartong/sysmon-modular,True
49.61,,0.0,0.0204,1.0,0.5025,100,310,Xml,15_file_create_stream_hash/include_registry_file.xml,1,1,olafhartong/sysmon-modular,False
13.32,,0.0,0.2984,1.0,0.4325,199,626,Xml,15_file_create_stream_hash/include_suspicious_locations.xml,1,1,olafhartong/sysmon-modular,True
12.98,,0.0,0.3374,1.0,0.4234,162,502,Xml,15_file_create_stream_hash/include_visual_basic_scripts.xml,1,1,olafhartong/sysmon-modular,True
44.55,,0.0,0.3361,1.0,0.519,237,736,Xml,17_18_pipe_event/exclude_MSSQL.xml,1,1,olafhartong/sysmon-modular,False
43.46,,0.0,0.4235,1.0,0.4272,390,1218,Xml,17_18_pipe_event/exclude_adobe.xml,1,1,olafhartong/sysmon-modular,False
15.03,,0.0,0.0028,1.0,0.496,121,378,Xml,17_18_pipe_event/exclude_azure_sentinel_agent.xml,1,1,olafhartong/sysmon-modular,True
50.08,,0.0,0.0047,1.0,0.4753,141,440,Xml,17_18_pipe_event/exclude_call_manager.xml,1,1,olafhartong/sysmon-modular,False
40.63,,0.0,0.4832,1.0,0.3281,273,850,Xml,17_18_pipe_event/exclude_citrix.xml,1,1,olafhartong/sysmon-modular,False
49.86,,0.0,0.0038,1.0,0.5012,91,282,Xml,17_18_pipe_event/exclude_fireeye_agent.xml,1,1,olafhartong/sysmon-modular,False
43.21,,0.0,0.4052,1.0,0.4744,278,870,Xml,17_18_pipe_event/exclude_google_chrome.xml,1,1,olafhartong/sysmon-modular,False
14.94,,0.0,0.004,1.0,0.5013,85,264,Xml,17_18_pipe_event/exclude_ibm_watson_explorer.xml,1,1,olafhartong/sysmon-modular,True
12.52,,0.0,0.4704,1.0,0.4479,280,877,Xml,17_18_pipe_event/exclude_microsoft_edge.xml,1,1,olafhartong/sysmon-modular,True
50.24,,0.0,0.0051,1.0,0.5117,132,412,Xml,17_18_pipe_event/exclude_microsoft_outlook.xml,1,1,olafhartong/sysmon-modular,False
44.51,,0.0,0.3142,1.0,0.4873,206,643,Xml,17_18_pipe_event/exclude_microsoft_teams.xml,1,1,olafhartong/sysmon-modular,False
12.62,,0.0,0.4511,1.0,0.4527,270,845,Xml,17_18_pipe_event/exclude_mozilla_firefox.xml,1,1,olafhartong/sysmon-modular,True
15.01,,0.0,0.0032,1.0,0.5044,107,331,Xml,17_18_pipe_event/exclude_postgres.xml,1,1,olafhartong/sysmon-modular,True
14.95,,0.0,0.0039,1.0,0.4992,88,274,Xml,17_18_pipe_event/exclude_qlik_sense.xml,1,1,olafhartong/sysmon-modular,True
49.88,,0.0,0.0036,1.0,0.4987,95,295,Xml,17_18_pipe_event/exclude_qualys_agent.xml,1,1,olafhartong/sysmon-modular,False
13.0,,0.0,0.3272,1.0,0.4062,162,505,Xml,17_18_pipe_event/exclude_splunk.xml,1,1,olafhartong/sysmon-modular,True
40.82,,0.0,0.5826,1.0,0.2238,618,1928,Xml,17_18_pipe_event/exclude_trend_micro.xml,1,1,olafhartong/sysmon-modular,False
45.14,,0.0,0.2964,1.0,0.5252,208,647,Xml,17_18_pipe_event/exclude_windows_generic.xml,1,1,olafhartong/sysmon-modular,False
50.36,,0.0,0.006,1.0,0.557,112,351,Xml,17_18_pipe_event/include_all.xml,1,1,olafhartong/sysmon-modular,False
14.99,,0.0,0.0033,1.0,0.4988,104,322,Xml,17_18_pipe_event/include_atsvc.xml,1,1,olafhartong/sysmon-modular,True
41.68,,0.0,0.5042,1.0,0.3631,421,1313,Xml,17_18_pipe_event/include_cobaltstrike.xml,1,1,olafhartong/sysmon-modular,False
50.1,,0.0,0.0028,1.0,0.5003,118,367,Xml,17_18_pipe_event/include_covenant.xml,1,1,olafhartong/sysmon-modular,False
50.1,,0.0,0.0029,1.0,0.5005,118,366,Xml,17_18_pipe_event/include_crackmapexec.xml,1,1,olafhartong/sysmon-modular,False
15.03,,0.0,0.0028,1.0,0.5012,119,370,Xml,17_18_pipe_event/include_metasploit.xml,1,1,olafhartong/sysmon-modular,True
44.63,,0.0,0.3116,1.0,0.4889,212,661,Xml,17_18_pipe_event/include_powershell.xml,1,1,olafhartong/sysmon-modular,False
14.99,,0.0,0.0032,1.0,0.4983,105,325,Xml,17_18_pipe_event/include_psexec.xml,1,1,olafhartong/sysmon-modular,True
15.02,,0.0,0.0029,1.0,0.4992,117,365,Xml,17_18_pipe_event/include_srvsvc.xml,1,1,olafhartong/sysmon-modular,True
15.07,,0.0,0.0068,1.0,0.5583,99,309,Xml,17_18_pipe_event/include_tsvcpipe.xml,1,1,olafhartong/sysmon-modular,True
15.03,,0.0,0.0029,1.0,0.5005,118,366,Xml,17_18_pipe_event/include_winreg.xml,1,1,olafhartong/sysmon-modular,True
49.51,,0.0,0.0375,1.0,0.4464,174,550,Xml,19_20_21_wmi_event/exclude_wmi_none.xml,1,1,olafhartong/sysmon-modular,False
48.92,,0.0,0.0595,1.0,0.4885,122,386,Xml,19_20_21_wmi_event/include_wmi_create.xml,1,1,olafhartong/sysmon-modular,False
45.52,,0.0,0.3071,1.0,0.4099,371,1159,Xml,1_process_creation/exclude_adobe_acrobat.xml,1,1,olafhartong/sysmon-modular,False
42.13,,0.0,0.4021,1.0,0.3775,219,680,Xml,1_process_creation/exclude_adobe_creative_cloud.xml,1,1,olafhartong/sysmon-modular,False
50.1,,0.0,0.0028,1.0,0.4979,120,374,Xml,1_process_creation/exclude_adobe_flash.xml,1,1,olafhartong/sysmon-modular,False
41.21,,0.0,0.5584,1.0,0.2605,577,1780,Xml,1_process_creation/exclude_adobe_supporting_processes.xml,1,1,olafhartong/sysmon-modular,False
47.76,,0.0,0.1381,1.0,0.4293,219,682,Xml,1_process_creation/exclude_azure_sentinel_agent.xml,1,1,olafhartong/sysmon-modular,False
49.97,,0.0,0.0031,1.0,0.493,109,340,Xml,1_process_creation/exclude_cisco_anyconnect.xml,1,1,olafhartong/sysmon-modular,False
47.28,,0.0,0.1297,1.0,0.4518,124,386,Xml,1_process_creation/exclude_desktop_central.xml,1,1,olafhartong/sysmon-modular,False
40.22,,0.0,0.6007,1.0,0.2616,559,1704,Xml,1_process_creation/exclude_dotnet-3-or-4.xml,1,1,olafhartong/sysmon-modular,False
46.04,,0.0,0.2076,1.0,0.4242,184,570,Xml,1_process_creation/exclude_drivers.xml,1,1,olafhartong/sysmon-modular,False
46.88,,0.0,0.1609,1.0,0.4565,146,451,Xml,1_process_creation/exclude_dropbox.xml,1,1,olafhartong/sysmon-modular,False
49.98,,0.0,0.0033,1.0,0.5021,104,321,Xml,1_process_creation/exclude_eset.xml,1,1,olafhartong/sysmon-modular,False
43.58,,0.0,0.3503,1.0,0.3961,253,781,Xml,1_process_creation/exclude_google_chrome.xml,1,1,olafhartong/sysmon-modular,False
40.92,,0.0,0.4692,1.0,0.3295,273,845,Xml,1_process_creation/exclude_ivanti_res.xml,1,1,olafhartong/sysmon-modular,False
42.88,,0.0,0.3646,1.0,0.4215,184,570,Xml,1_process_creation/exclude_malwarebytes.xml,1,1,olafhartong/sysmon-modular,False
42.85,,0.0,0.3803,1.0,0.4131,224,697,Xml,1_process_creation/exclude_microsoft_office_click2run.xml,1,1,olafhartong/sysmon-modular,False
14.1,,0.0,0.1619,1.0,0.4556,163,504,Xml,1_process_creation/exclude_microsoft_office_services.xml,1,1,olafhartong/sysmon-modular,True
44.41,,0.0,0.3026,1.0,0.4558,191,591,Xml,1_process_creation/exclude_mozilla_firefox.xml,1,1,olafhartong/sysmon-modular,False
49.89,,0.0,0.0036,1.0,0.5006,95,294,Xml,1_process_creation/exclude_onedrive.xml,1,1,olafhartong/sysmon-modular,False
40.5,,0.0,0.5303,1.0,0.3238,374,1155,Xml,1_process_creation/exclude_sophos.xml,1,1,olafhartong/sysmon-modular,False
40.77,,0.0,0.4823,1.0,0.3492,271,835,Xml,1_process_creation/exclude_splunk.xml,1,1,olafhartong/sysmon-modular,False
40.04,,0.0,0.5449,1.0,0.3384,342,1062,Xml,1_process_creation/exclude_splunk_universal_forwarder.xml,1,1,olafhartong/sysmon-modular,False
41.11,,0.0,0.6214,1.0,0.1508,804,2496,Xml,1_process_creation/exclude_svchost.xml,1,4,olafhartong/sysmon-modular,False
40.59,,0.0,0.623,1.0,0.0481,827,2565,Xml,1_process_creation/exclude_svchost.xml,2,4,olafhartong/sysmon-modular,False
39.84,,0.0,0.6625,1.0,0.0542,827,2564,Xml,1_process_creation/exclude_svchost.xml,3,4,olafhartong/sysmon-modular,False
12.34,,0.0,0.5553,1.0,0.1779,627,1934,Xml,1_process_creation/exclude_svchost.xml,4,4,olafhartong/sysmon-modular,True
39.64,,0.0,0.5915,1.0,0.2892,445,1382,Xml,1_process_creation/exclude_trend_micro.xml,1,1,olafhartong/sysmon-modular,False
14.21,,0.0,0.1504,1.0,0.3851,236,734,Xml,1_process_creation/exclude_windows_defender.xml,1,1,olafhartong/sysmon-modular,True
13.93,,0.0,0.3604,1.0,0.2453,741,2294,Xml,1_process_creation/exclude_windows_generic_processes.xml,1,1,olafhartong/sysmon-modular,True
39.12,,0.0,0.5907,1.0,0.3081,366,1135,Xml,1_process_creation/include_accessibility_features.xml,1,1,olafhartong/sysmon-modular,False
50.04,,0.0,0.0186,1.0,0.5533,107,338,Xml,1_process_creation/include_all.xml,1,1,olafhartong/sysmon-modular,False
49.92,,0.0,0.0062,1.0,0.4944,110,340,Xml,1_process_creation/include_appc_shim.xml,1,1,olafhartong/sysmon-modular,False
14.97,,0.0,0.0064,1.0,0.4964,105,327,Xml,1_process_creation/include_bitsadmin.xml,1,1,olafhartong/sysmon-modular,True
47.61,,0.0,0.1488,1.0,0.4298,227,708,Xml,1_process_creation/include_bypass_uac.xml,1,1,olafhartong/sysmon-modular,False
14.88,,0.0,0.0188,1.0,0.4236,158,494,Xml,1_process_creation/include_dcom_lateral_movement.xml,1,1,olafhartong/sysmon-modular,True
49.1,,0.0,0.0825,1.0,0.4598,222,695,Xml,1_process_creation/include_disabling_windows_defender.xml,1,1,olafhartong/sysmon-modular,False
46.99,,0.0,0.1818,1.0,0.4583,209,643,Xml,1_process_creation/include_dosfuscation.xml,1,1,olafhartong/sysmon-modular,False
45.98,,0.0,0.2057,1.0,0.4486,152,473,Xml,1_process_creation/include_explorer.xml,1,1,olafhartong/sysmon-modular,False
13.3,,0.0,0.3329,1.0,0.4207,281,875,Xml,1_process_creation/include_fltmc.xml,1,1,olafhartong/sysmon-modular,True
48.28,,0.0,0.1087,1.0,0.4685,180,559,Xml,1_process_creation/include_installutil.xml,1,1,olafhartong/sysmon-modular,False
46.25,,0.0,0.4228,1.0,0.3249,805,2502,Xml,1_process_creation/include_living_off_the_land.xml,1,14,olafhartong/sysmon-modular,False
13.58,,0.0,0.4495,1.0,0.2338,823,2561,Xml,1_process_creation/include_living_off_the_land.xml,2,14,olafhartong/sysmon-modular,True
13.4,,0.0,0.5106,1.0,0.3076,838,2611,Xml,1_process_creation/include_living_off_the_land.xml,3,14,olafhartong/sysmon-modular,True
12.86,,0.0,0.5827,1.0,0.2249,864,2695,Xml,1_process_creation/include_living_off_the_land.xml,4,14,olafhartong/sysmon-modular,True
46.62,,0.0,0.3911,1.0,0.2206,856,2665,Xml,1_process_creation/include_living_off_the_land.xml,5,14,olafhartong/sysmon-modular,False
12.84,,0.0,0.5756,1.0,0.2241,837,2615,Xml,1_process_creation/include_living_off_the_land.xml,6,14,olafhartong/sysmon-modular,True
13.57,,0.0,0.4643,1.0,0.2589,835,2605,Xml,1_process_creation/include_living_off_the_land.xml,7,14,olafhartong/sysmon-modular,True
46.68,,0.0,0.4012,1.0,0.2932,830,2576,Xml,1_process_creation/include_living_off_the_land.xml,8,14,olafhartong/sysmon-modular,False
41.11,,0.0,0.6106,1.0,0.0916,825,2571,Xml,1_process_creation/include_living_off_the_land.xml,9,14,olafhartong/sysmon-modular,False
13.07,,0.0,0.5152,1.0,0.1531,844,2615,Xml,1_process_creation/include_living_off_the_land.xml,10,14,olafhartong/sysmon-modular,True
38.35,,0.0,0.7268,1.0,0.0354,818,2560,Xml,1_process_creation/include_living_off_the_land.xml,11,14,olafhartong/sysmon-modular,False
12.05,,0.0,0.6566,1.0,0.0682,840,2622,Xml,1_process_creation/include_living_off_the_land.xml,12,14,olafhartong/sysmon-modular,True
38.25,,0.0,0.744,1.0,0.0352,847,2653,Xml,1_process_creation/include_living_off_the_land.xml,13,14,olafhartong/sysmon-modular,False
42.38,,0.0,0.4258,1.0,0.332,342,1061,Xml,1_process_creation/include_living_off_the_land.xml,14,14,olafhartong/sysmon-modular,False
47.64,,0.0,0.1419,1.0,0.4618,188,587,Xml,1_process_creation/include_mavinject.xml,1,1,olafhartong/sysmon-modular,False
48.59,,0.0,0.0953,1.0,0.4691,184,572,Xml,1_process_creation/include_microsoft_cmstp.xml,1,1,olafhartong/sysmon-modular,False
14.99,,0.0,0.0058,1.0,0.4918,115,359,Xml,1_process_creation/include_msbuild.xml,1,1,olafhartong/sysmon-modular,True
39.44,,0.0,0.5581,1.0,0.3294,309,962,Xml,1_process_creation/include_msoffice.xml,1,1,olafhartong/sysmon-modular,False
14.99,,0.0,0.0059,1.0,0.4951,114,355,Xml,1_process_creation/include_regsvcs_regasm.xml,1,1,olafhartong/sysmon-modular,True
43.34,,0.0,0.3993,1.0,0.362,370,1148,Xml,1_process_creation/include_shells.xml,1,1,olafhartong/sysmon-modular,False
50.01,,0.0,0.0127,1.0,0.4703,155,487,Xml,1_process_creation/include_suspicious_atbroker.xml,1,1,olafhartong/sysmon-modular,False
39.61,,0.0,0.6191,1.0,0.4219,402,1271,Xml,1_process_creation/include_suspicious_powershell.xml,1,1,olafhartong/sysmon-modular,False
49.98,,0.0,0.0031,1.0,0.494,110,343,Xml,1_process_creation/include_syncappvpublishingserver.xml,1,1,olafhartong/sysmon-modular,False
12.93,,0.0,0.5298,1.0,0.1402,832,2602,Xml,1_process_creation/include_sysinternals.xml,1,2,olafhartong/sysmon-modular,True
12.68,,0.0,0.4256,1.0,0.1976,435,1360,Xml,1_process_creation/include_sysinternals.xml,2,2,olafhartong/sysmon-modular,True
40.19,,0.0,0.6958,1.0,0.3543,709,2225,Xml,1_process_creation/include_system_recovery.xml,1,1,olafhartong/sysmon-modular,False
39.58,,0.0,0.7058,1.0,0.1263,843,2613,Xml,1_process_creation/include_uncommon_locations.xml,1,2,olafhartong/sysmon-modular,False
49.93,,0.0,0.0,1.0,0.5857,23,70,Xml,1_process_creation/include_uncommon_locations.xml,2,2,olafhartong/sysmon-modular,False
46.02,,0.0,0.2242,1.0,0.4635,189,587,Xml,1_process_creation/include_windows_control_panel.xml,1,1,olafhartong/sysmon-modular,False
46.89,,0.0,0.2095,1.0,0.4683,255,794,Xml,1_process_creation/include_windows_defender_tampering.xml,1,1,olafhartong/sysmon-modular,False
13.12,,0.0,0.3233,1.0,0.4075,198,616,Xml,1_process_creation/include_windows_remote_management.xml,1,1,olafhartong/sysmon-modular,True
13.13,,0.0,0.4899,1.0,0.2497,727,2284,Xml,1_process_creation/include_wsl.xml,1,1,olafhartong/sysmon-modular,True
42.82,,0.0,0.5408,1.0,0.1594,809,2503,Xml,22_dns_query/exclude_ads.xml,1,4,olafhartong/sysmon-modular,False
42.49,,0.0,0.5325,1.0,0.0891,806,2495,Xml,22_dns_query/exclude_ads.xml,2,4,olafhartong/sysmon-modular,False
12.44,,0.0,0.6005,1.0,0.1402,806,2494,Xml,22_dns_query/exclude_ads.xml,3,4,olafhartong/sysmon-modular,True
12.58,,0.0,0.5263,1.0,0.1763,653,2011,Xml,22_dns_query/exclude_ads.xml,4,4,olafhartong/sysmon-modular,True
12.17,,0.0,0.5128,1.0,0.298,360,1110,Xml,22_dns_query/exclude_browser_updates.xml,1,1,olafhartong/sysmon-modular,True
45.73,,0.0,0.2861,1.0,0.3762,373,1159,Xml,22_dns_query/exclude_cdn_networks.xml,1,1,olafhartong/sysmon-modular,False
45.28,,0.0,0.2808,1.0,0.4425,254,796,Xml,22_dns_query/exclude_local_machine.xml,1,1,olafhartong/sysmon-modular,False
50.24,,0.0,0.005,1.0,0.51,133,416,Xml,22_dns_query/exclude_logitech.xml,1,1,olafhartong/sysmon-modular,False
50.12,,0.0,0.0026,1.0,0.4906,128,401,Xml,22_dns_query/exclude_microsoft_defender_atp.xml,1,1,olafhartong/sysmon-modular,False
12.1,,0.0,0.6606,1.0,0.1525,804,2503,Xml,22_dns_query/exclude_microsoft_domains.xml,1,2,olafhartong/sysmon-modular,True
13.68,,0.0,0.1917,1.0,0.3856,123,376,Xml,22_dns_query/exclude_microsoft_domains.xml,2,2,olafhartong/sysmon-modular,True
13.17,,0.0,0.3723,1.0,0.3531,381,1179,Xml,22_dns_query/exclude_o365_azure.xml,1,1,olafhartong/sysmon-modular,True
12.89,,0.0,0.521,1.0,0.4744,527,1636,Xml,22_dns_query/exclude_ocsp_domains.xml,1,1,olafhartong/sysmon-modular,True
14.97,,0.0,0.0033,1.0,0.4946,102,319,Xml,22_dns_query/exclude_sentinelone.xml,1,1,olafhartong/sysmon-modular,True
47.11,,0.0,0.1514,1.0,0.4716,139,432,Xml,22_dns_query/exclude_spotify.xml,1,1,olafhartong/sysmon-modular,False
15.02,,0.0,0.0031,1.0,0.506,110,339,Xml,22_dns_query/exclude_windows_search.xml,1,1,olafhartong/sysmon-modular,True
48.8,,0.0,0.0591,1.0,0.4456,141,439,Xml,23_file_delete/exclude_google_chrome.xml,1,1,olafhartong/sysmon-modular,False
14.65,,0.0,0.0733,1.0,0.4752,154,480,Xml,23_file_delete/exclude_sophos_journal_temp.xml,1,1,olafhartong/sysmon-modular,True
49.69,,0.0,0.0195,1.0,0.3874,200,630,Xml,23_file_delete/exclude_windows_services.xml,1,1,olafhartong/sysmon-modular,False
14.09,,0.0,0.4165,1.0,0.3971,818,2554,Xml,23_file_delete/include_interesting_files.xml,1,2,olafhartong/sysmon-modular,True
13.05,,0.0,0.5756,1.0,0.4725,724,2257,Xml,23_file_delete/include_interesting_files.xml,2,2,olafhartong/sysmon-modular,True
42.55,,0.0,0.3954,1.0,0.4116,226,709,Xml,23_file_delete/include_microsoft_sql_server.xml,1,1,olafhartong/sysmon-modular,False
49.42,,0.0,0.0599,1.0,0.475,194,600,Xml,23_file_delete/include_qualys.xml,1,1,olafhartong/sysmon-modular,False
41.66,,0.0,0.676,1.0,0.3689,826,2562,Xml,23_file_delete/include_user_writable_folders.xml,1,2,olafhartong/sysmon-modular,False
49.95,,0.0,0.0,1.0,0.5806,30,93,Xml,23_file_delete/include_user_writable_folders.xml,2,2,olafhartong/sysmon-modular,False
11.83,,0.0,0.7731,1.0,0.3467,810,2497,Xml,23_file_delete/include_writable_folders.xml,1,6,olafhartong/sysmon-modular,True
11.57,,0.0,0.8023,1.0,0.3061,809,2494,Xml,23_file_delete/include_writable_folders.xml,2,6,olafhartong/sysmon-modular,True
11.28,,0.0,0.8487,1.0,0.3067,802,2468,Xml,23_file_delete/include_writable_folders.xml,3,6,olafhartong/sysmon-modular,True
11.52,,0.0,0.8088,1.0,0.3065,805,2480,Xml,23_file_delete/include_writable_folders.xml,4,6,olafhartong/sysmon-modular,True
11.55,,0.0,0.8042,1.0,0.3065,805,2478,Xml,23_file_delete/include_writable_folders.xml,5,6,olafhartong/sysmon-modular,True
11.55,,0.0,0.7206,1.0,0.3416,576,1770,Xml,23_file_delete/include_writable_folders.xml,6,6,olafhartong/sysmon-modular,True
50.02,,0.0,0.005,1.0,0.555,70,218,Xml,24_clipboard_change/exclude_all.xml,1,1,olafhartong/sysmon-modular,False
12.96,,0.0,0.3333,1.0,0.3819,179,556,Xml,25_process_tampering/exclude_firefox.xml,1,1,olafhartong/sysmon-modular,True
44.77,,0.0,0.2517,1.0,0.4149,145,449,Xml,25_process_tampering/exclude_git.xml,1,1,olafhartong/sysmon-modular,False
12.89,,0.0,0.4239,1.0,0.4547,308,962,Xml,25_process_tampering/exclude_microsoft_edge.xml,1,1,olafhartong/sysmon-modular,True
49.91,,0.0,0.0062,1.0,0.4931,109,339,Xml,25_process_tampering/exclude_symantec.xml,1,1,olafhartong/sysmon-modular,False
50.1,,0.0,0.008,1.0,0.5562,86,267,Xml,25_process_tampering/exclude_unknown_process.xml,1,1,olafhartong/sysmon-modular,False
14.93,,0.0,0.0073,1.0,0.4981,93,289,Xml,25_process_tampering/exclude_vscode.xml,1,1,olafhartong/sysmon-modular,True
49.77,,0.0,0.0075,1.0,0.4994,91,282,Xml,25_process_tampering/exclude_wmiadap.xml,1,1,olafhartong/sysmon-modular,False
49.9,,0.0,0.0105,1.0,0.558,67,207,Xml,25_process_tampering/include_all.xml,1,1,olafhartong/sysmon-modular,False
48.32,,0.0,0.0893,1.0,0.4029,191,598,Xml,26_file_delete_detected/exclude_azure_agent.xml,1,1,olafhartong/sysmon-modular,False
14.62,,0.0,0.0638,1.0,0.444,146,455,Xml,26_file_delete_detected/exclude_google_chrome.xml,1,1,olafhartong/sysmon-modular,True
49.72,,0.0,0.0132,1.0,0.4948,102,318,Xml,26_file_delete_detected/exclude_microsoft_prefetch.xml,1,1,olafhartong/sysmon-modular,False
49.67,,0.0,0.0138,1.0,0.4953,97,305,Xml,26_file_delete_detected/exclude_windows_services.xml,1,1,olafhartong/sysmon-modular,False
12.8,,0.0,0.3907,1.0,0.4105,231,725,Xml,26_file_delete_detected/include_microsoft_sql_server.xml,1,1,olafhartong/sysmon-modular,True
48.81,,0.0,0.0898,1.0,0.5066,168,528,Xml,26_file_delete_detected/include_powershell_transcript_folders.xml,1,1,olafhartong/sysmon-modular,False
14.81,,0.0,0.0633,1.0,0.4735,199,616,Xml,26_file_delete_detected/include_qualys.xml,1,1,olafhartong/sysmon-modular,True
12.64,,0.0,0.507,1.0,0.4077,445,1377,Xml,26_file_delete_detected/include_user_writable_folders.xml,1,1,olafhartong/sysmon-modular,True
11.92,,0.0,0.7595,1.0,0.3309,827,2548,Xml,26_file_delete_detected/include_writable_folders.xml,1,5,olafhartong/sysmon-modular,True
11.6,,0.0,0.7955,1.0,0.3067,802,2471,Xml,26_file_delete_detected/include_writable_folders.xml,2,5,olafhartong/sysmon-modular,True
11.58,,0.0,0.8024,1.0,0.3058,815,2511,Xml,26_file_delete_detected/include_writable_folders.xml,3,5,olafhartong/sysmon-modular,True
11.54,,0.0,0.8073,1.0,0.3159,802,2471,Xml,26_file_delete_detected/include_writable_folders.xml,4,5,olafhartong/sysmon-modular,True
11.57,,0.0,0.6818,1.0,0.3583,479,1474,Xml,26_file_delete_detected/include_writable_folders.xml,5,5,olafhartong/sysmon-modular,True
45.51,,0.0,0.4028,1.0,0.1481,810,2506,Xml,29_file_executable_detected/include_living_off_the_land.xml,1,4,olafhartong/sysmon-modular,False
12.56,,0.0,0.5482,1.0,0.0508,800,2462,Xml,29_file_executable_detected/include_living_off_the_land.xml,2,4,olafhartong/sysmon-modular,True
11.45,,0.0,0.742,1.0,0.042,829,2582,Xml,29_file_executable_detected/include_living_off_the_land.xml,3,4,olafhartong/sysmon-modular,True
37.74,,0.0,0.7333,1.0,0.1546,665,2071,Xml,29_file_executable_detected/include_living_off_the_land.xml,4,4,olafhartong/sysmon-modular,False
49.59,,0.0,0.0236,1.0,0.4923,114,355,Xml,29_file_executable_detected/include_msbuild.xml,1,1,olafhartong/sysmon-modular,False
11.95,,0.0,0.5325,1.0,0.332,292,908,Xml,29_file_executable_detected/include_msoffice.xml,1,1,olafhartong/sysmon-modular,True
49.69,,0.0,0.022,1.0,0.4931,121,380,Xml,29_file_executable_detected/include_qualys.xml,1,1,olafhartong/sysmon-modular,False
12.66,,0.0,0.4011,1.0,0.3574,242,744,Xml,29_file_executable_detected/include_shells.xml,1,1,olafhartong/sysmon-modular,True
